sol,latitude_crism,longitude_crism,elevation
1110,-4.672942653,137.368731767,-4435.642
1110,-4.672950261,137.368722053,-4435.602
1110,-4.672961014,137.368709415,-4435.588
1110,-4.672970222,137.368697628,-4435.512
1110,-4.672980399,137.368685322,-4435.449
1110,-4.672991147,137.368672999,-4435.377
1110,-4.673000936,137.368662089,-4435.342
1110,-4.673002707,137.368660275,-4435.34
1112,-4.673015994,137.368644689,-4435.316
1112,-4.673016641,137.368643863,-4435.303
1112,-4.673016658,137.368643329,-4435.302
1112,-4.673023302,137.368628442,-4435.309
1112,-4.673029595,137.368613433,-4435.288
1112,-4.673033289,137.368602505,-4435.253
1112,-4.673038179,137.368590715,-4435.247
1112,-4.673044449,137.368576879,-4435.231
1112,-4.673050896,137.368563372,-4435.183
1112,-4.673056726,137.368552325,-4435.166
1112,-4.673067026,137.368534836,-4435.062
1112,-4.673069452,137.368530812,-4435.016
1112,-4.673069961,137.368530708,-4434.992
1112,-4.673069591,137.368530838,-4435.013
1112,-4.673069326,137.368531127,-4434.992
1112,-4.673069135,137.368531102,-4435.012
1112,-4.673069105,137.368531167,-4435.012
1112,-4.67308196,137.368541236,-4434.984
1112,-4.673094381,137.368551538,-4434.938
1112,-4.673103675,137.368558783,-4434.881
1112,-4.673116234,137.368568574,-4434.829
1112,-4.673115589,137.368568558,-4434.837
1112,-4.673132109,137.368580329,-4434.731
1112,-4.673135799,137.368582957,-4434.69
1127,-4.673131465,137.36857949,-4434.738
1127,-4.673127198,137.368575978,-4434.781
1127,-4.673122738,137.368572303,-4434.794
1127,-4.673118678,137.368569085,-4434.81
1127,-4.673119455,137.368569835,-4434.829
1127,-4.673119835,137.368586045,-4434.752
1127,-4.673119892,137.368600704,-4434.69
1127,-4.673119743,137.368615762,-4434.647
1127,-4.673120081,137.368633091,-4434.664
1127,-4.673120003,137.368648331,-4434.675
1127,-4.673119996,137.368649074,-4434.676
1127,-4.673119918,137.368648738,-4434.691
1127,-4.673141016,137.368647141,-4434.551
1127,-4.673145905,137.368646846,-4434.52
1144,-4.673165051,137.368643394,-4434.384
1144,-4.673184029,137.368638609,-4434.245
1144,-4.673199555,137.368634462,-4434.115
1144,-4.673201119,137.36863396,-4434.096
1144,-4.673185038,137.368637964,-4434.234
1144,-4.673184357,137.368637438,-4434.238
1144,-4.673184186,137.368637431,-4434.229
1144,-4.673183956,137.368637441,-4434.238
1144,-4.673175695,137.368651483,-4434.273
1144,-4.67316748,137.368665684,-4434.316
1144,-4.673158883,137.368680575,-4434.373
1144,-4.673150741,137.368694714,-4434.392
1144,-4.673142562,137.368708675,-4434.396
1144,-4.673134887,137.368723019,-4434.351
1144,-4.673127126,137.368736738,-4434.267
1144,-4.673118146,137.368750856,-4434.128
1144,-4.673111966,137.368762013,-4434.103
1144,-4.673105068,137.368775787,-4434.097
1144,-4.673097965,137.368790352,-4434.145
1144,-4.673090931,137.368804865,-4434.205
1144,-4.67309069,137.368804908,-4434.196
1144,-4.673090578,137.368805061,-4434.182
1144,-4.673090427,137.368804846,-4434.176
1144,-4.673092542,137.368821501,-4434.165
1144,-4.673094596,137.368834269,-4434.149
1144,-4.673099122,137.368853381,-4434.029
1144,-4.673099443,137.368854591,-4434.01
1144,-4.673099443,137.368854591,-4434.01
1144,-4.673099443,137.368854591,-4434.01
1148,-4.673108987,137.368847153,-4434.004
1148,-4.673118558,137.368839189,-4433.981
1148,-4.673130206,137.36882873,-4433.916
1148,-4.673141592,137.368818195,-4433.799
1148,-4.673153525,137.368807727,-4433.673
1148,-4.673161968,137.368799822,-4433.583
1148,-4.67317303,137.368788119,-4433.499
1148,-4.673184604,137.368776341,-4433.494
1148,-4.673192774,137.368767557,-4433.477
1148,-4.673203917,137.368756174,-4433.478
1148,-4.673212403,137.368747868,-4433.461
1148,-4.673223364,137.368737523,-4433.414
1148,-4.673235029,137.368726709,-4433.362
1148,-4.673244619,137.368718967,-4433.339
1148,-4.673257139,137.368709506,-4433.331
1148,-4.673271215,137.368698253,-4433.317
1148,-4.673271247,137.368699084,-4433.31
1148,-4.673271044,137.368699714,-4433.34
1148,-4.673271066,137.368699147,-4433.335
1148,-4.673269691,137.368683191,-4433.38
1148,-4.673268641,137.368666961,-4433.436
1148,-4.673267555,137.368650515,-4433.511
1148,-4.673266427,137.368634165,-4433.571
1148,-4.673265075,137.368617853,-4433.632
1148,-4.673264018,137.368601629,-4433.71
1148,-4.673263297,137.368585145,-4433.741
1148,-4.673262401,137.368572915,-4433.766
1148,-4.673260496,137.36855644,-4433.794
1148,-4.673258544,137.368540033,-4433.829
1148,-4.673256569,137.368519637,-4433.835
1148,-4.673256267,137.368514235,-4433.836
1148,-4.673256052,137.368514013,-4433.844
1148,-4.673255857,137.368513889,-4433.848
1148,-4.673255803,137.368513882,-4433.831
1148,-4.673264111,137.368501197,-4433.797
1148,-4.67327485,137.368484275,-4433.708
1148,-4.6732769,137.368480599,-4433.688
1148,-4.673283552,137.368470545,-4433.662
1148,-4.673291943,137.368457785,-4433.573
1148,-4.673301805,137.368444051,-4433.504
1148,-4.673311091,137.368431546,-4433.448
1148,-4.673323616,137.368415162,-4433.401
1148,-4.673326305,137.36841141,-4433.395
1148,-4.673326522,137.368411535,-4433.39
1148,-4.673326522,137.368411535,-4433.39
1151,-4.673315814,137.368418124,-4433.456
1151,-4.673315829,137.368418139,-4433.448
1151,-4.673316033,137.368418135,-4433.466
1151,-4.673315265,137.368417969,-4433.454
1151,-4.673315075,137.368418129,-4433.465
1151,-4.673314867,137.36841806,-4433.46
1151,-4.673323849,137.36843214,-4433.42
1151,-4.673332483,137.368445674,-4433.402
1151,-4.673341014,137.36845936,-4433.355
1151,-4.673349328,137.368472614,-4433.32
1151,-4.67335581,137.368482751,-4433.283
1151,-4.673362852,137.368492516,-4433.233
1151,-4.673369669,137.368502371,-4433.221
1151,-4.673376818,137.368512757,-4433.174
1151,-4.67338775,137.368527633,-4433.112
1151,-4.673388889,137.368529099,-4433.113
1151,-4.673388889,137.368529099,-4433.113
1151,-4.67338869,137.368528803,-4433.11
1153,-4.67339591,137.368533999,-4433.103
1153,-4.673402201,137.368537836,-4433.072
1153,-4.673416931,137.368545145,-4433.089
1153,-4.673431106,137.368552404,-4433.159
1153,-4.673446585,137.368560262,-4433.287
1153,-4.673461036,137.368567663,-4433.455
1153,-4.673472113,137.368573267,-4433.54
1153,-4.67348751,137.3685801,-4433.703
1153,-4.673502303,137.368586653,-4433.826
1153,-4.673516734,137.36859306,-4433.934
1153,-4.673531579,137.368599358,-4433.985
1153,-4.67354729,137.368605812,-4433.995
1153,-4.67355814,137.368610591,-4433.998
1153,-4.673571912,137.368617357,-4434.006
1153,-4.673587273,137.368625193,-4434.058
1153,-4.673601359,137.368632439,-4434.126
1153,-4.67361602,137.368639958,-4434.189
1153,-4.673630808,137.368647347,-4434.247
1153,-4.673641732,137.368652669,-4434.297
1153,-4.673657411,137.368660091,-4434.351
1153,-4.673669044,137.368665163,-4434.375
1153,-4.673680089,137.368669908,-4434.402
1153,-4.673694769,137.368677166,-4434.434
1153,-4.673710091,137.368684167,-4434.464
1153,-4.673726216,137.368691487,-4434.447
1153,-4.673725523,137.368689958,-4434.455
1153,-4.673739701,137.368680874,-4434.501
1153,-4.673753394,137.368671951,-4434.523
1153,-4.673767706,137.368663,-4434.547
1153,-4.673781189,137.368654154,-4434.546
1153,-4.673791722,137.368647617,-4434.548
1153,-4.673807723,137.368638426,-4434.511
1153,-4.673808144,137.368638154,-4434.536
1153,-4.673808087,137.368622039,-4434.581
1153,-4.67380824,137.368604659,-4434.638
1153,-4.673808105,137.368589145,-4434.702
1153,-4.673807561,137.368572122,-4434.764
1153,-4.673807399,137.368555322,-4434.77
1153,-4.673807406,137.368539187,-4434.77
1153,-4.673807537,137.368522147,-4434.808
1153,-4.673807669,137.368505716,-4434.854
1153,-4.673807966,137.368489957,-4434.912
1153,-4.67380857,137.368472886,-4434.956
1153,-4.67380847,137.368460043,-4434.969
1153,-4.673807792,137.368443544,-4435.011
1153,-4.673807223,137.368427035,-4435.057
1153,-4.673806824,137.368411082,-4435.051
1153,-4.673806002,137.368394565,-4435.036
1153,-4.673805584,137.368377811,-4435.0
1153,-4.673805049,137.36836109,-4434.928
1153,-4.67380449,137.368344674,-4434.857
1153,-4.673804047,137.368328182,-4434.797
1153,-4.67380331,137.368307469,-4434.765
1153,-4.673803133,137.368301186,-4434.768
1153,-4.673802957,137.368300993,-4434.765
1153,-4.673803075,137.368301228,-4434.768
1153,-4.673803012,137.368301414,-4434.763
1153,-4.673802608,137.368301253,-4434.772
1153,-4.673802366,137.368301357,-4434.786
1153,-4.673802491,137.368301294,-4434.767
1153,-4.673816524,137.368293242,-4434.727
1153,-4.673830792,137.368284726,-4434.693
1153,-4.673845257,137.368276167,-4434.667
1153,-4.673859222,137.368267854,-4434.61
1153,-4.673873259,137.368259418,-4434.531
1153,-4.673885717,137.368252238,-4434.445
1153,-4.673886423,137.368251855,-4434.44
1155,-4.67389293,137.368247427,-4434.401
1155,-4.673899081,137.368242399,-4434.383
1155,-4.67390452,137.368236279,-4434.383
1155,-4.673917299,137.368219777,-4434.459
1155,-4.673923136,137.36821352,-4434.5
1155,-4.673929585,137.368208232,-4434.566
1155,-4.673936415,137.368203784,-4434.605
1155,-4.673950569,137.368195286,-4434.657
1155,-4.673964023,137.368187393,-4434.687
1155,-4.673978443,137.368178463,-4434.685
1155,-4.673991809,137.36817003,-4434.7
1155,-4.674005906,137.368161236,-4434.693
1155,-4.674019787,137.368152905,-4434.717
1155,-4.67403423,137.368144119,-4434.743
1155,-4.674048696,137.368135802,-4434.769
1155,-4.674062282,137.368127309,-4434.762
1155,-4.674076393,137.368117906,-4434.74
1155,-4.674090096,137.368109208,-4434.678
1155,-4.674104295,137.368100182,-4434.584
1155,-4.674117229,137.368091644,-4434.445
1155,-4.674129972,137.368083338,-4434.279
1155,-4.674143427,137.368074257,-4434.109
1155,-4.6741563,137.368065554,-4433.938
1155,-4.674169607,137.368057176,-4433.801
1155,-4.674179531,137.368050374,-4433.725
1155,-4.674190131,137.368042711,-4433.696
1155,-4.674203767,137.368033644,-4433.709
1155,-4.674217717,137.368024149,-4433.693
1155,-4.674231316,137.368015064,-4433.687
1155,-4.674244809,137.368006444,-4433.658
1155,-4.674258393,137.367997611,-4433.636
1155,-4.674271968,137.367988969,-4433.587
1155,-4.674285424,137.367979993,-4433.531
1155,-4.67429625,137.367973408,-4433.515
1155,-4.67431193,137.367965052,-4433.469
1155,-4.674313229,137.367964453,-4433.466
1155,-4.67431277,137.367964188,-4433.452
1155,-4.674312378,137.367964231,-4433.442
1155,-4.674321619,137.367950338,-4433.447
1155,-4.674328634,137.367939776,-4433.46
1155,-4.674337156,137.367925744,-4433.475
1155,-4.674347325,137.367907969,-4433.463
1155,-4.674347918,137.367906808,-4433.468
1155,-4.674354218,137.367895884,-4433.447
1155,-4.6743627,137.367882394,-4433.379
1155,-4.674371846,137.367868784,-4433.341
1155,-4.674379171,137.367858805,-4433.298
1155,-4.674391585,137.367842262,-4433.255
1155,-4.674396003,137.367836197,-4433.244
1155,-4.674396003,137.367836197,-4433.244
1155,-4.674394971,137.367836602,-4433.25
1158,-4.674395037,137.367836182,-4433.248
1158,-4.674401943,137.367822174,-4433.273
1158,-4.674409889,137.367807576,-4433.329
1158,-4.674418298,137.367793321,-4433.471
1158,-4.674426356,137.367778816,-4433.645
1158,-4.674434164,137.36776439,-4433.824
1158,-4.674441432,137.367749902,-4433.971
1158,-4.674448486,137.367735781,-4434.083
1158,-4.674456043,137.367721253,-4434.19
1158,-4.674463574,137.367706562,-4434.296
1158,-4.674470753,137.367691769,-4434.379
1158,-4.674477609,137.367677429,-4434.431
1158,-4.67448466,137.36766252,-4434.492
1158,-4.674491722,137.367647642,-4434.547
1158,-4.67449731,137.367636265,-4434.584
1158,-4.674507414,137.367618827,-4434.626
1158,-4.674509769,137.367614839,-4434.628
1158,-4.674509599,137.367615735,-4434.636
1158,-4.674520943,137.367605716,-4434.668
1158,-4.674533051,137.367594864,-4434.71
1158,-4.674545188,137.367583943,-4434.762
1158,-4.674556647,137.367573727,-4434.782
1158,-4.674568614,137.367562809,-4434.814
1158,-4.674580376,137.367551798,-4434.869
1158,-4.674592332,137.367540557,-4434.971
1158,-4.67460445,137.367529313,-4435.065
1158,-4.674616551,137.367518415,-4435.154
1158,-4.674628596,137.367507464,-4435.204
1158,-4.674640616,137.367496473,-4435.241
1158,-4.674652123,137.36748555,-4435.241
1158,-4.674664314,137.3674744,-4435.21
1158,-4.674676046,137.367463604,-4435.169
1158,-4.674687786,137.367452679,-4435.131
1158,-4.674700078,137.367441734,-4435.084
1158,-4.67470935,137.367433166,-4435.067
1158,-4.674720788,137.367421755,-4435.027
1158,-4.674732358,137.36740997,-4434.989
1158,-4.674743527,137.367398283,-4434.928
1158,-4.674755203,137.36738637,-4434.864
1158,-4.674766614,137.367374606,-4434.789
1158,-4.674777499,137.367363099,-4434.692
1158,-4.674788419,137.36735168,-4434.566
1158,-4.674799387,137.367340394,-4434.452
1158,-4.674808238,137.367331885,-4434.388
1158,-4.674819661,137.367321511,-4434.307
1158,-4.674833439,137.367308758,-4434.228
1158,-4.674834413,137.367307757,-4434.226
1158,-4.674845923,137.367296554,-4434.202
1158,-4.674857402,137.367285483,-4434.196
1158,-4.674869524,137.36727409,-4434.166
1158,-4.674878809,137.367265678,-4434.145
1158,-4.674889967,137.367256011,-4434.087
1158,-4.674901799,137.367245562,-4434.033
1158,-4.674914154,137.36723503,-4434.04
1158,-4.674925934,137.367224574,-4434.029
1158,-4.674938169,137.367213409,-4434.012
1158,-4.674949961,137.367202795,-4434.011
1158,-4.674962083,137.36719194,-4433.978
1158,-4.674973794,137.367181334,-4433.921
1158,-4.674985734,137.367170613,-4433.835
1158,-4.675000499,137.367157768,-4433.701
1158,-4.675004124,137.367154612,-4433.652
1158,-4.675003686,137.36715515,-4433.65
1158,-4.675003646,137.367155027,-4433.658
1158,-4.675003415,137.36715524,-4433.659
1158,-4.675003207,137.367155379,-4433.659
1158,-4.675018444,137.367159126,-4433.612
1158,-4.675034893,137.367162357,-4433.576
1158,-4.6750503,137.367165666,-4433.541
1158,-4.67506579,137.367168974,-4433.5
1158,-4.675078107,137.367171463,-4433.469
1158,-4.675094165,137.367174195,-4433.423
1158,-4.675110083,137.367177134,-4433.381
1158,-4.675129649,137.367180859,-4433.286
1158,-4.675135272,137.36718189,-4433.254
1158,-4.675135236,137.367182015,-4433.234
1158,-4.675135217,137.36718219,-4433.234
1158,-4.675135331,137.367182113,-4433.238
1158,-4.675146462,137.367171093,-4433.158
1158,-4.675154957,137.367162033,-4433.057
1158,-4.675165162,137.367150272,-4432.888
1158,-4.67517312,137.367141467,-4432.711
1158,-4.675183473,137.367131144,-4432.496
1158,-4.675196703,137.367117515,-4432.262
1158,-4.675198163,137.367116075,-4432.24
1160,-4.675197993,137.367116435,-4432.245
1160,-4.675198202,137.367116572,-4432.234
1160,-4.675205304,137.367102553,-4432.144
1160,-4.675210622,137.367091476,-4432.131
1160,-4.675217225,137.367076472,-4432.203
1160,-4.675223354,137.367062177,-4432.254
1160,-4.675231124,137.367043416,-4432.361
1160,-4.675232585,137.367039778,-4432.377
1160,-4.675232556,137.367040274,-4432.368
1160,-4.675232288,137.367040817,-4432.374
1160,-4.675245416,137.367032031,-4432.474
1160,-4.675258641,137.367023017,-4432.608
1160,-4.675267945,137.367016331,-4432.703
1160,-4.675281355,137.367006602,-4432.887
1160,-4.675294529,137.366996939,-4433.05
1160,-4.6753075,137.366987678,-4433.226
1160,-4.675320456,137.366978413,-4433.368
1160,-4.675333658,137.366969006,-4433.483
1160,-4.675346607,137.366959885,-4433.589
1160,-4.675359039,137.366950908,-4433.699
1160,-4.675372179,137.366941583,-4433.854
1160,-4.675382777,137.366933706,-4433.979
1160,-4.675395713,137.366923722,-4434.094
1160,-4.675408621,137.366914249,-4434.167
1160,-4.675418227,137.366906783,-4434.199
1160,-4.675430814,137.366896618,-4434.235
1160,-4.675442957,137.366886353,-4434.315
1160,-4.675455039,137.366875371,-4434.363
1160,-4.67546454,137.366867516,-4434.402
1160,-4.675476337,137.366858513,-4434.415
1160,-4.675490261,137.366848538,-4434.418
1160,-4.675496272,137.366844109,-4434.433
1160,-4.675499411,137.366840404,-4434.448
1160,-4.675507533,137.366830346,-4434.49
1160,-4.675517417,137.366817544,-4434.545
1160,-4.675524141,137.366808125,-4434.554
1160,-4.675530851,137.366797452,-4434.577
1160,-4.675537264,137.366787084,-4434.597
1160,-4.675546428,137.366773319,-4434.616
1160,-4.675555131,137.366759885,-4434.626
1160,-4.675563395,137.366746882,-4434.617
1160,-4.675567707,137.366740434,-4434.604
1160,-4.675587338,137.3667136,-4434.518
1160,-4.675626979,137.366660154,-4434.357
1160,-4.675646753,137.366633376,-4434.3
1160,-4.675665447,137.366605951,-4434.141
1160,-4.675684459,137.366578837,-4433.938
1160,-4.675704616,137.366552386,-4433.846
1160,-4.675724816,137.366525913,-4433.822
1160,-4.675746652,137.36649813,-4433.862
1160,-4.675766614,137.366471521,-4433.904
1160,-4.675771081,137.366465133,-4433.908
1160,-4.675793595,137.36642934,-4433.88
1160,-4.675793595,137.36642934,-4433.88
1160,-4.675793595,137.36642934,-4433.88
1162,-4.675800043,137.366424491,-4433.877
1162,-4.675812286,137.366413615,-4433.852
1162,-4.675824462,137.366402562,-4433.834
1162,-4.675836516,137.366392012,-4433.818
1162,-4.675849071,137.366381144,-4433.804
1162,-4.6758613,137.366370752,-4433.805
1162,-4.675873133,137.366360082,-4433.816
1162,-4.675885237,137.366348961,-4433.836
1162,-4.675897272,137.366337823,-4433.858
1162,-4.675909213,137.366326797,-4433.83
1162,-4.675920878,137.36631635,-4433.782
1162,-4.675932974,137.366305555,-4433.739
1162,-4.675945331,137.366294767,-4433.676
1162,-4.675956913,137.366284238,-4433.621
1162,-4.675968637,137.366273551,-4433.58
1162,-4.675980555,137.366262382,-4433.559
1162,-4.675992909,137.366251398,-4433.548
1162,-4.676004622,137.366240836,-4433.53
1162,-4.676016684,137.366229671,-4433.511
1162,-4.676028568,137.366218706,-4433.502
1162,-4.676040513,137.366207572,-4433.506
1162,-4.676052874,137.366196522,-4433.499
1162,-4.676064287,137.366186437,-4433.447
1162,-4.676073624,137.366178505,-4433.396
1162,-4.676086684,137.366168131,-4433.316
1162,-4.676098816,137.366158395,-4433.226
1162,-4.676110813,137.366148475,-4433.116
1162,-4.676123644,137.36613805,-4433.051
1162,-4.676139606,137.366124656,-4433.027
1162,-4.676141551,137.366123117,-4433.024
1162,-4.676141482,137.366123317,-4433.026
1162,-4.67615697,137.366117224,-4433.002
1162,-4.676171934,137.36611155,-4432.958
1162,-4.676187156,137.366105773,-4432.911
1162,-4.676202867,137.366099728,-4432.859
1162,-4.676218197,137.366093836,-4432.811
1162,-4.67623336,137.366087884,-4432.746
1162,-4.676234154,137.366087608,-4432.742
1162,-4.67624925,137.366081768,-4432.671
1162,-4.676260152,137.366076913,-4432.612
1162,-4.676274823,137.366069677,-4432.533
1162,-4.676288766,137.366062652,-4432.453
1162,-4.676306922,137.366053861,-4432.358
1162,-4.676310484,137.366052141,-4432.332
1162,-4.676310001,137.366052644,-4432.33
1162,-4.676309946,137.366052654,-4432.328
1162,-4.676309901,137.366052731,-4432.313
1162,-4.676310066,137.366053029,-4432.336
1162,-4.676309977,137.366052797,-4432.345
1162,-4.676310004,137.366052906,-4432.34
1162,-4.676310004,137.366052906,-4432.34
1167,-4.676319642,137.366061685,-4432.343
1167,-4.676330707,137.366069085,-4432.331
1167,-4.67634229,137.366074258,-4432.331
1167,-4.676354722,137.36607818,-4432.307
1167,-4.676367467,137.366080158,-4432.259
1167,-4.676383376,137.36608149,-4432.21
1167,-4.676399152,137.366082683,-4432.141
1167,-4.676416018,137.366083726,-4432.092
1167,-4.676428032,137.366084863,-4432.04
1167,-4.676444681,137.366086723,-4431.98
1167,-4.676460573,137.366088131,-4431.924
1167,-4.676477315,137.366089532,-4431.852
1167,-4.676493494,137.366091108,-4431.772
1167,-4.676510084,137.366092558,-4431.649
1167,-4.676526138,137.36609381,-4431.561
1167,-4.676543066,137.366095377,-4431.468
1167,-4.676558876,137.366096569,-4431.42
1167,-4.676574795,137.366097942,-4431.407
1167,-4.676591154,137.366099427,-4431.404
1167,-4.676607106,137.366100943,-4431.38
1167,-4.676627868,137.366102642,-4431.29
1167,-4.676635066,137.366103153,-4431.257
1167,-4.676651976,137.366104465,-4431.168
1167,-4.676668159,137.366105748,-4431.075
1167,-4.676684327,137.366106982,-4430.995
1167,-4.676700336,137.366108247,-4430.92
1167,-4.676716746,137.366109344,-4430.834
1167,-4.67673729,137.366111047,-4430.693
1167,-4.676743593,137.366111593,-4430.652
1167,-4.676759701,137.366112669,-4430.553
1167,-4.67677598,137.366113793,-4430.465
1167,-4.676792187,137.366115027,-4430.381
1167,-4.676808476,137.366116281,-4430.285
1167,-4.676825088,137.366117508,-4430.208
1167,-4.676840982,137.366118598,-4430.152
1167,-4.676857167,137.366119824,-4430.097
1167,-4.676877789,137.366120967,-4430.031
1167,-4.676882052,137.366121201,-4430.002
1167,-4.676881916,137.366121534,-4429.988
1167,-4.676880722,137.366121728,-4430.009
1167,-4.676896079,137.366118112,-4429.921
1167,-4.676911929,137.366114815,-4429.816
1167,-4.676926546,137.366111057,-4429.681
1167,-4.676937559,137.366108412,-4429.544
1167,-4.676937753,137.366108397,-4429.564
1167,-4.676955857,137.366108337,-4429.371
1167,-4.676958679,137.366108377,-4429.35
1167,-4.676958679,137.366108377,-4429.35
1167,-4.676958679,137.366108377,-4429.35
1167,-4.676958679,137.366108377,-4429.35
1167,-4.676958679,137.366108377,-4429.35
1168,-4.676974308,137.366105328,-4429.226
1168,-4.676989858,137.366103252,-4429.149
1168,-4.677006201,137.366101735,-4429.107
1168,-4.677022249,137.366100029,-4429.127
1168,-4.677038157,137.366098096,-4429.14
1168,-4.677053809,137.366095907,-4429.149
1168,-4.677070015,137.366093935,-4429.17
1168,-4.677086103,137.366092248,-4429.181
1168,-4.677102208,137.366090168,-4429.198
1168,-4.677118381,137.366088502,-4429.229
1168,-4.677134244,137.366086697,-4429.247
1168,-4.677150304,137.366084728,-4429.24
1168,-4.677162247,137.3660836,-4429.245
1168,-4.677178436,137.366082623,-4429.245
1168,-4.67719495,137.366081746,-4429.243
1168,-4.677211737,137.36608063,-4429.256
1168,-4.677226328,137.366079749,-4429.238
1168,-4.677242867,137.366078921,-4429.255
1168,-4.677258811,137.366078133,-4429.257
1168,-4.677274992,137.366077339,-4429.232
1168,-4.677291288,137.366076651,-4429.188
1168,-4.677307159,137.366075813,-4429.139
1168,-4.677319405,137.366074745,-4429.09
1168,-4.67733574,137.366072772,-4429.028
1168,-4.677351149,137.366070702,-4428.961
1168,-4.6773701,137.366067439,-4428.912
1168,-4.67737741,137.366066146,-4428.876
1168,-4.677376727,137.36606661,-4428.888
1168,-4.677391965,137.366060924,-4428.836
1168,-4.677406813,137.366055953,-4428.766
1168,-4.677421792,137.366050899,-4428.661
1168,-4.677436949,137.36604586,-4428.548
1168,-4.677452427,137.366040787,-4428.462
1168,-4.677467209,137.366036136,-4428.347
1168,-4.677480972,137.366031545,-4428.242
1168,-4.677481694,137.366031321,-4428.233
1168,-4.677493199,137.366027535,-4428.124
1168,-4.677505126,137.366022957,-4428.007
1168,-4.67751917,137.366017188,-4427.849
1168,-4.67753296,137.3660113,-4427.703
1168,-4.677547433,137.36600525,-4427.556
1168,-4.677559565,137.365999918,-4427.478
1168,-4.67756047,137.365999595,-4427.47
1168,-4.67756047,137.365999595,-4427.47
1168,-4.67756047,137.365999595,-4427.47
1172,-4.67755679,137.366015878,-4427.46
1172,-4.677556001,137.366014265,-4427.496
1172,-4.677569891,137.366019607,-4427.369
1172,-4.67758508,137.366025563,-4427.35
1172,-4.677600632,137.36603116,-4427.436
1172,-4.677616252,137.366036843,-4427.525
1172,-4.677631104,137.366042695,-4427.567
1172,-4.677645748,137.366048385,-4427.588
1172,-4.67766082,137.366054023,-4427.596
1172,-4.677675284,137.366060052,-4427.617
1172,-4.67769072,137.366066457,-4427.631
1172,-4.677704374,137.366072496,-4427.64
1172,-4.677719131,137.366078982,-4427.639
1172,-4.677733308,137.366085517,-4427.663
1172,-4.677748149,137.366091896,-4427.668
1172,-4.67776161,137.366098134,-4427.671
1172,-4.677772133,137.366102885,-4427.651
1172,-4.67778726,137.366108876,-4427.638
1172,-4.67780194,137.366115236,-4427.595
1172,-4.677815735,137.366121467,-4427.503
1172,-4.677826954,137.366125952,-4427.454
1172,-4.677841881,137.366130796,-4427.361
1172,-4.677856923,137.366136199,-4427.285
1172,-4.677871763,137.36614127,-4427.192
1172,-4.677886501,137.366146433,-4427.096
1172,-4.6779013,137.366151968,-4427.023
1172,-4.677920244,137.366159238,-4426.952
1172,-4.677924393,137.366160852,-4426.96
1172,-4.677924381,137.366160878,-4426.962
1172,-4.677924142,137.366160958,-4426.952
1172,-4.677923889,137.366161039,-4426.951
1172,-4.677939216,137.366155272,-4426.931
1172,-4.677954108,137.366150045,-4426.924
1172,-4.677969404,137.366145016,-4426.921
1172,-4.677984651,137.366139943,-4426.917
1172,-4.678000248,137.366134603,-4426.914
1172,-4.678015174,137.366129514,-4426.905
1172,-4.678030367,137.366124405,-4426.877
1172,-4.678041275,137.366120075,-4426.873
1172,-4.678052027,137.366115559,-4426.844
1172,-4.678067387,137.36611012,-4426.825
1172,-4.678082836,137.366104773,-4426.813
1172,-4.678094128,137.366100478,-4426.765
1172,-4.678108705,137.366094565,-4426.698
1172,-4.678121714,137.366089042,-4426.581
1172,-4.678122936,137.366088618,-4426.577
1172,-4.678122936,137.366088618,-4426.577
1172,-4.678148502,137.366109937,-4426.511
1172,-4.678174501,137.366130781,-4426.511
1172,-4.678200082,137.366152112,-4426.46
1172,-4.678233724,137.366182568,-4426.084
1172,-4.678256748,137.366206251,-4425.854
1172,-4.678278269,137.366231687,-4425.82
1172,-4.678289769,137.366245029,-4425.77
1173,-4.678289367,137.366244207,-4425.76
1173,-4.678289319,137.366244303,-4425.763
1173,-4.678303931,137.366238963,-4425.697
1173,-4.678318716,137.366233488,-4425.65
1173,-4.678333935,137.36622795,-4425.626
1173,-4.678349012,137.366222104,-4425.618
1173,-4.678364173,137.366216208,-4425.624
1173,-4.678379423,137.366210375,-4425.654
1173,-4.67839469,137.366204732,-4425.692
1173,-4.678409668,137.366199009,-4425.737
1173,-4.67842464,137.366192995,-4425.771
1173,-4.678440127,137.366186838,-4425.79
1173,-4.678454751,137.366181455,-4425.761
1173,-4.678469898,137.366175746,-4425.747
1173,-4.678485046,137.366169955,-4425.725
1173,-4.678499866,137.3661643,-4425.71
1173,-4.678515251,137.366158757,-4425.703
1173,-4.678530074,137.36615304,-4425.696
1173,-4.678545078,137.366147212,-4425.678
1173,-4.678560102,137.36614163,-4425.666
1173,-4.678575536,137.366135848,-4425.653
1173,-4.678590504,137.366129995,-4425.633
1173,-4.678605815,137.366124255,-4425.594
1173,-4.678620619,137.366118639,-4425.575
1173,-4.678635268,137.36611305,-4425.567
1173,-4.678650843,137.366107138,-4425.591
1173,-4.678665837,137.366101209,-4425.629
1173,-4.678680794,137.366095489,-4425.643
1173,-4.678695813,137.366089636,-4425.65
1173,-4.678707968,137.366085543,-4425.65
1173,-4.678723132,137.36608109,-4425.665
1173,-4.67872388,137.366080847,-4425.661
1173,-4.678732379,137.366078881,-4425.676
1173,-4.678739846,137.3660782,-4425.674
1173,-4.678755695,137.36607712,-4425.691
1173,-4.678772264,137.366075721,-4425.699
1173,-4.678787496,137.366074264,-4425.687
1173,-4.678800446,137.366073376,-4425.675
